time,x,y,z,yaw,pitch,roll,speed
4.28,-6.98944,63.8846,7.90E-09,-1.42666,-1.31E-08,-1.65E-08,1.50E+01
4.3,-6.96151,63.6923,7.90E-09,-1.42666,-1.31E-08,-1.65E-08,1.50E+01
4.32,-6.93371,63.5007,7.90E-09,-1.42666,-1.31E-08,-1.65E-08,1.00E+01
4.34,-6.90601,63.3099,2.99E-10,-1.42666,-2.63E-08,-1.10E-08,1.00E+01
4.36,-6.87844,63.1199,2.99E-10,-1.42666,-2.63E-08,-1.10E-08,1.00E+01
4.38,-6.85097,62.9306,2.99E-10,-1.42666,-2.63E-08,-1.10E-08,1.00E+01
4.4,-6.82363,62.7422,2.99E-10,-1.42666,-2.63E-08,-1.10E-08,1.00E+01
4.42,-6.79639,62.5546,-1.46E-08,-1.42666,-2.63E-08,-1.10E-08,1.00E+01
4.44,-6.76928,62.3677,-1.46E-08,-1.42666,-2.63E-08,-1.10E-08,1.00E+01
4.46,-6.74227,62.1817,-1.46E-08,-1.42666,-2.63E-08,-1.10E-08,1.00E+01
4.48,-6.71538,61.9964,-1.46E-08,-1.42666,-2.63E-08,-1.10E-08,1.00E+01
4.5,-6.68861,61.812,-2.22E-08,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
4.52,-6.66195,61.6283,-2.22E-08,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
4.54,-6.63541,61.4454,-2.22E-08,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
4.56,-6.60898,61.2633,-2.22E-08,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
4.58,-6.58267,61.082,-2.22E-08,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
4.6,-6.55647,60.9015,-2.22E-08,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
4.62,-6.53038,60.7218,-2.22E-08,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
4.64,-6.50442,60.5429,-2.22E-08,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
4.66,-6.47856,60.3647,-7.60E-09,-1.42666,-1.31E-08,5.49E-09,1.00E+01
4.68,-6.45282,60.1874,-7.60E-09,-1.42666,-1.31E-08,5.49E-09,1.00E+01
4.7,-6.4272,60.0108,-7.60E-09,-1.42666,-1.31E-08,5.49E-09,1.00E+01
4.72,-6.40169,59.8351,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.74,-6.37629,59.6601,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.76,-6.35102,59.4859,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.78,-6.32585,59.3125,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.8,-6.3008,59.14,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.82,-6.27587,58.9682,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.84,-6.25105,58.7971,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.86,-6.22634,58.6269,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.88,-6.20175,58.4575,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
