time,x,y,z,yaw,pitch,roll,speed
30.3,-33.2753,2.83406,7.30E-09,3.93798,1.31E-08,5.49E-09,10.92
30.32,-33.4293,2.67804,0,3.94334,0,0,10.96
30.34,-33.5808,2.51858,0,3.94873,0,0,11
30.36,-33.7327,2.35832,7.30E-09,3.95415,-1.31E-08,5.49E-09,11.04
30.38,-33.8852,2.19748,7.30E-09,3.95959,-1.31E-08,5.49E-09,11.08
30.4,-34.0375,2.03545,7.30E-09,3.96505,-1.31E-08,5.49E-09,11.12
30.42,-34.1877,1.87037,0,3.97054,0,0,11.16
30.44,-34.3385,1.70469,0,3.97606,0,0,11.2
30.46,-34.4898,1.53842,0,3.98159,0,0,11.24
30.48,-34.6398,1.37,0,3.98715,0,0,11.28
30.5,-34.7888,1.19948,7.60E-09,3.99275,1.31E-08,-5.49E-09,11.32
30.52,-34.9382,1.02835,7.60E-09,3.99836,1.31E-08,-5.49E-09,11.36
30.54,-35.0882,0.856616,7.60E-09,4.00399,1.31E-08,-5.49E-09,11.4
30.56,-35.2356,0.681652,0,4.00966,0,0,11.44
30.58,-35.3831,0.505659,0,4.01535,0,0,11.48
30.6,-35.531,0.329053,7.60E-09,4.02106,-1.31E-08,-5.49E-09,11.52
30.62,-35.6786,0.151043,7.60E-09,4.02679,-1.31E-08,-5.49E-09,11.56
30.64,-35.8239,-0.0298167,0,4.03256,0,0,11.6
30.66,-35.9697,-0.2113,0,4.03835,0,0,11.64
30.68,-36.116,-0.393406,0,4.04416,0,0,11.68
30.7,-36.2601,-0.578236,0,4.05,0,0,11.72
30.72,-36.4036,-0.764594,7.30E-09,4.05587,1.31E-08,5.49E-09,11.76
30.74,-36.5476,-0.951585,7.30E-09,4.06175,1.31E-08,5.49E-09,11.8
30.76,-36.6913,-1.13974,7.30E-09,4.06766,-1.31E-08,5.49E-09,11.84
30.78,-36.8324,-1.33097,7.30E-09,4.07361,-1.31E-08,5.49E-09,11.88
30.8,-36.9739,-1.52284,0,4.07958,0,0,11.92
30.82,-37.1158,-1.71535,-7.30E-09,4.08556,-1.31E-08,-5.49E-09,11.96
30.84,-37.2555,-1.91054,-7.30E-09,4.09158,1.31E-08,-5.49E-09,12
30.86,-37.3943,-2.10728,-7.30E-09,4.09763,1.31E-08,-5.49E-09,12.04
30.88,-37.5336,-2.30467,-7.30E-09,4.10369,1.31E-08,-5.49E-09,12.08
30.9,-37.6723,-2.50343,0,4.10978,0,0,12.12
30.92,-37.8084,-2.70502,0,4.11591,0,0,12.16
30.94,-37.9449,-2.90727,7.60E-09,4.12206,1.31E-08,-5.49E-09,12.2
30.96,-38.0818,-3.11018,7.60E-09,4.12822,1.31E-08,-5.49E-09,12.24
30.98,-38.2156,-3.31614,7.60E-09,4.13442,-1.31E-08,-5.49E-09,12.28
31,-38.3491,-3.52322,7.60E-09,4.14065,-1.31E-08,-5.49E-09,12.32
31.02,-38.4831,-3.73099,0,4.14689,0,0,12.36
31.04,-38.6154,-3.94071,-2.99E-10,4.15317,-2.63E-08,1.10E-08,12.4
31.06,-38.7458,-4.15261,-7.90E-09,4.15949,1.31E-08,1.65E-08,12.44
31.08,-38.8766,-4.36519,-2.99E-10,4.16582,2.63E-08,1.10E-08,12.48
31.1,-39.0073,-4.57878,1.46E-08,4.17184,2.63E-08,1.10E-08,12.52
31.12,-39.1344,-4.79546,7.30E-09,4.17539,-1.31E-08,5.49E-09,12.56
31.14,-39.2619,-5.01284,1.49E-08,4.17896,-2.63E-08,2.31E-15,12.6
31.16,-39.3897,-5.23091,0,4.18253,0,0,12.64
31.18,-39.515,-5.45142,0,4.20357,0,0,12.68
31.2,-39.6393,-5.67334,0,4.20865,0,0,12.72
31.22,-39.763,-5.89659,0,4.214,0,0,12.76
31.24,-39.8839,-6.12222,0,4.22004,0,0,12.8
31.26,-40.0052,-6.34856,0,4.2261,0,0,12.84
31.28,-40.1263,-6.57591,7.60E-09,4.23229,1.31E-08,-5.49E-09,12.88
31.3,-40.2433,-6.80631,1.52E-08,4.23939,-2.25E-14,-1.10E-08,12.92
31.32,-40.3607,-7.03743,1.52E-08,4.24651,-2.25E-14,-1.10E-08,12.96
31.34,-40.4784,-7.26926,7.60E-09,4.25366,-1.31E-08,-5.49E-09,13
31.36,-40.5913,-7.50435,7.60E-09,4.26084,-1.31E-08,-5.49E-09,13.04
31.38,-40.7045,-7.74019,0,4.26804,0,0,13.08
31.4,-40.818,-7.97675,0,4.27527,0,0,13.12
31.42,-40.9272,-8.21625,1.46E-08,4.28253,2.25E-14,1.10E-08,13.16
31.44,-41.0361,-8.45674,1.46E-08,4.28982,2.25E-14,1.10E-08,13.2
31.46,-41.1453,-8.69797,7.30E-09,4.29713,-1.31E-08,5.49E-09,13.24
31.48,-41.2504,-8.94189,7.30E-09,4.30448,-1.31E-08,5.49E-09,13.28
31.5,-41.3548,-9.18698,0,4.31186,0,0,13.32
31.52,-41.4595,-9.4328,0,4.31926,0,0,13.36
31.54,-41.5602,-9.68114,0,4.32669,0,0,13.4
31.56,-41.66,-9.93075,0,4.33415,0,0,13.44
31.58,-41.76,-10.1811,0,4.34163,0,0,13.48
31.6,-41.8561,-10.4338,0,4.34916,0,0,13.52
31.62,-41.951,-10.6879,1.52E-08,4.3567,-2.25E-14,-1.10E-08,13.56
31.64,-42.0462,-10.9427,1.52E-08,4.36427,-2.25E-14,-1.10E-08,13.6
31.66,-42.1373,-11.1998,7.60E-09,4.37188,-1.31E-08,-5.49E-09,13.64
31.68,-42.2272,-11.4582,0,4.37952,0,0,13.68
31.7,-42.3174,-11.7174,0,4.38718,0,0,13.72
31.72,-42.4032,-11.9788,0,4.39487,0,0,13.76
31.74,-42.488,-12.2415,0,4.4026,0,0,13.8
31.76,-42.573,-12.5049,0,4.41034,0,0,13.84
31.78,-42.6532,-12.7707,0,4.41813,0,0,13.88
31.8,-42.7327,-13.0375,0,4.42594,0,0,13.92
31.82,-42.8123,-13.3051,0,4.43377,0,0,13.96
31.84,-42.8866,-13.575,0,4.44165,0,0,14
31.86,-42.9605,-13.8459,0,4.44955,0,0,14.04
31.88,-43.0347,-14.1176,7.30E-09,4.45747,1.31E-08,5.49E-09,14.08
31.9,-43.1027,-14.3917,7.30E-09,4.46544,1.31E-08,5.49E-09,14.12
31.92,-43.171,-14.6665,0,4.47343,0,0,14.16
31.94,-43.2387,-14.9423,9.89E-16,4.48145,-2.63E-08,-7.58E-15,14.2
31.96,-43.301,-15.2202,1.46E-08,4.4895,2.25E-14,1.10E-08,14.24
31.98,-43.3634,-15.4989,-9.89E-16,4.49759,2.63E-08,7.58E-15,14.28
32,-43.4243,-15.7788,7.30E-09,4.50569,-1.31E-08,5.49E-09,14.32
32.02,-43.4806,-16.0604,0,4.51384,0,0,14.36
32.04,-43.537,-16.3428,0,4.52202,0,0,14.4
32.06,-43.5908,-16.6265,0,4.53022,0,0,14.44
32.08,-43.641,-16.9118,7.60E-09,4.53846,1.31E-08,-5.49E-09,14.48
32.1,-43.6913,-17.1978,7.60E-09,4.54672,1.31E-08,-5.49E-09,14.52
32.12,-43.7377,-17.4852,4.51E-16,4.55489,-2.63E-08,1.22E-14,14.56
32.14,-43.7815,-17.7739,4.51E-16,4.563,-2.63E-08,1.22E-14,14.6
32.16,-43.8255,-18.0634,-4.51E-16,4.57114,2.63E-08,-1.22E-14,14.64
32.18,-43.8642,-18.3544,1.52E-08,4.57968,-2.25E-14,-1.10E-08,14.68
32.2,-43.9018,-18.6464,7.30E-09,4.58834,-1.31E-08,5.49E-09,14.72
32.22,-43.9383,-18.9393,7.30E-09,4.59699,-1.31E-08,5.49E-09,14.76
32.24,-43.9696,-19.2337,1.46E-08,4.60548,2.25E-14,1.10E-08,14.8
32.26,-44.0009,-19.5288,1.46E-08,4.614,2.25E-14,1.10E-08,14.84
32.28,-44.0287,-19.8251,7.30E-09,4.62255,1.31E-08,5.49E-09,14.88
32.3,-44.0536,-20.1225,7.30E-09,4.63114,1.31E-08,5.49E-09,14.92
32.32,-44.0784,-20.4193,7.30E-09,4.63972,1.31E-08,5.49E-09,14.896
32.34,-44.0968,-20.7162,0,4.64752,0,0,14.872
32.36,-44.115,-21.0126,0,4.65528,0,0,14.848
32.38,-44.1318,-21.3086,1.49E-08,4.66073,-2.63E-08,2.31E-15,14.824
32.4,-44.146,-21.6043,1.49E-08,4.66198,1.51E-20,9.89E-15,14.8
32.42,-44.1601,-21.8995,1.49E-08,4.66324,1.52E-20,9.89E-15,14.776
32.44,-44.1743,-22.1942,1.52E-08,4.66449,-2.25E-14,-1.10E-08,14.752
32.46,-44.1884,-22.4884,7.60E-09,4.66574,1.31E-08,-5.49E-09,14.728
32.48,-44.2025,-22.7821,7.60E-09,4.66699,1.31E-08,-5.49E-09,14.704
32.5,-44.2157,-23.0754,7.60E-09,4.66789,1.31E-08,-5.49E-09,14.68
32.52,-44.2279,-23.3683,1.49E-08,4.66845,-1.54E-20,-9.89E-15,14.656
32.54,-44.24,-23.6607,-7.30E-09,4.66901,-1.31E-08,-5.49E-09,14.632
32.56,-44.2522,-23.9526,9.89E-16,4.66956,-2.63E-08,-7.58E-15,14.608
32.58,-44.2643,-24.244,7.60E-09,4.67012,1.31E-08,-5.49E-09,14.584
32.6,-44.2764,-24.535,-1.46E-08,4.67067,-2.25E-14,-1.10E-08,14.56
32.62,-44.2861,-24.8255,7.30E-09,4.67361,1.31E-08,5.49E-09,14.536
32.64,-44.2943,-25.1156,1.46E-08,4.67814,2.25E-14,1.10E-08,14.512
32.66,-44.3024,-25.4053,7.30E-09,4.68266,-1.31E-08,5.49E-09,14.488
32.68,-44.31,-25.6945,0,4.68631,0,0,14.464
32.7,-44.3173,-25.9832,7.60E-09,4.68919,-1.31E-08,-5.49E-09,14.44
32.72,-44.3236,-26.2714,7.60E-09,4.68965,-1.31E-08,-5.49E-09,14.416
32.74,-44.33,-26.5592,-7.60E-09,4.6901,-1.31E-08,5.49E-09,14.392
32.76,-44.3363,-26.8465,0,4.69041,0,0,14.368
32.78,-44.3426,-27.1333,-4.51E-16,4.69044,2.63E-08,-1.22E-14,14.344
32.8,-44.3487,-27.4196,7.60E-09,4.69107,1.31E-08,-5.49E-09,14.32
32.82,-44.3535,-27.7055,7.60E-09,4.69532,1.31E-08,-5.49E-09,14.296
32.84,-44.3582,-27.9909,7.60E-09,4.69568,-1.31E-08,-5.49E-09,14.272
32.86,-44.363,-28.2758,0,4.69568,0,0,14.248
32.88,-44.3678,-28.5603,0,4.69567,0,0,14.224
32.9,-44.3725,-28.8442,0,4.69567,0,0,14.2
32.92,-44.3763,-29.1277,0,4.69638,0,0,14.176
32.94,-44.3797,-29.4107,0,4.69736,0,0,14.152
32.96,-44.383,-29.6933,0,4.69833,0,0,14.128
32.98,-44.3864,-29.9753,0,4.6993,0,0,14.104
33,-44.3898,-30.2569,0,4.70027,0,0,14.08
33.02,-44.3919,-30.538,0,4.70098,0,0,14.056
33.04,-44.3937,-30.8187,0,4.70163,0,0,14.032
33.06,-44.3955,-31.0988,0,4.70228,0,0,14.008
33.08,-44.3973,-31.3785,1.46E-08,4.70293,2.25E-14,1.10E-08,13.984
33.1,-44.3991,-31.6577,1.46E-08,4.70358,2.25E-14,1.10E-08,13.96
33.12,-44.4009,-31.9364,1.46E-08,4.70422,2.25E-14,1.10E-08,13.936
33.14,-44.4027,-32.2146,1.46E-08,4.70487,2.25E-14,1.10E-08,13.912
33.16,-44.4045,-32.4924,1.46E-08,4.70551,2.25E-14,1.10E-08,13.888
33.18,-44.4057,-32.7697,1.46E-08,4.70621,2.25E-14,1.10E-08,13.864
33.2,-44.4055,-33.0465,1.46E-08,4.70705,2.25E-14,1.10E-08,13.84
33.22,-44.4053,-33.3228,1.46E-08,4.70789,2.25E-14,1.10E-08,13.816
33.24,-44.4052,-33.5986,1.46E-08,4.70873,2.25E-14,1.10E-08,13.792
33.26,-44.405,-33.874,1.46E-08,4.70956,2.25E-14,1.10E-08,13.768
33.28,-44.4048,-34.1489,2.98E-08,4.7104,1.71E-24,2.81E-23,13.744
33.3,-44.4046,-34.4233,2.98E-08,4.71123,2.28E-22,-6.15E-23,13.72
33.32,-44.4045,-34.6972,1.52E-08,4.71206,-2.25E-14,-1.10E-08,13.696
33.34,-44.4043,-34.9706,1.52E-08,-1.57029,-2.25E-14,-1.10E-08,13.672
33.36,-44.4041,-35.2436,1.52E-08,-1.56946,-2.25E-14,-1.10E-08,13.648
33.38,-44.4039,-35.5161,1.52E-08,-1.56863,-2.25E-14,-1.10E-08,13.624
33.4,-44.4038,-35.7881,1.52E-08,-1.56781,-2.25E-14,-1.10E-08,13.6
33.42,-44.4036,-36.0596,1.52E-08,-1.56698,-2.25E-14,-1.10E-08,13.576
33.44,-44.4017,-36.3306,1.52E-08,-1.56749,-2.25E-14,-1.10E-08,13.552
33.46,-44.3998,-36.6012,1.52E-08,-1.56801,-2.25E-14,-1.10E-08,13.528
33.48,-44.3979,-36.8712,1.52E-08,-1.56853,-2.25E-14,-1.10E-08,13.504
33.5,-44.3961,-37.1408,1.52E-08,-1.56905,-2.25E-14,-1.10E-08,13.48
33.52,-44.3942,-37.41,0,-1.56956,0,0,13.456
33.54,-44.3923,-37.6786,0,-1.57008,0,0,13.432
33.56,-44.3904,-37.9467,0,-1.5706,0,0,13.408
33.58,-44.3886,-38.2144,0,4.71208,0,0,13.384
33.6,-44.3867,-38.4816,0,4.71156,0,0,13.36
33.62,-44.385,-38.7483,0,4.71111,0,0,13.336
33.64,-44.3853,-39.0146,0,4.71168,0,0,13.312
33.66,-44.3857,-39.2803,0,4.71224,0,0,13.288
33.68,-44.386,-39.5456,0,-1.57038,0,0,13.264
33.7,-44.3864,-39.8104,0,-1.56981,0,0,13.24
33.72,-44.3867,-40.0747,7.30E-09,-1.56925,1.31E-08,5.49E-09,13.216
33.74,-44.3871,-40.3386,1.46E-08,-1.56869,2.25E-14,1.10E-08,13.192
33.76,-44.3874,-40.6019,1.46E-08,-1.56813,2.25E-14,1.10E-08,13.168
33.78,-44.3861,-40.8648,1.46E-08,-1.56471,2.25E-14,1.10E-08,13.144
33.8,-44.3831,-41.1272,1.46E-08,-1.55843,2.25E-14,1.10E-08,13.12
33.82,-44.3801,-41.3891,0,-1.55217,0,0,13.096
33.84,-44.3771,-41.6505,0,-1.54592,0,0,13.072
33.86,-44.3686,-41.9113,0,-1.54119,0,0,13.048
33.88,-44.3576,-42.1715,0,-1.53716,0,0,13.024
33.9,-44.3466,-42.4313,0,-1.53314,0,0,13
33.92,-44.3357,-42.6906,-7.30E-09,-1.52913,-1.31E-08,-5.49E-09,12.976
33.94,-44.319,-42.9491,2.99E-10,-1.52025,-2.25E-14,-1.10E-08,12.952
33.96,-44.3013,-43.207,5.97E-10,-1.51048,-4.50E-14,-2.20E-08,12.928
33.98,-44.2836,-43.4645,5.97E-10,-1.50072,-4.50E-14,-2.20E-08,12.904
34,-44.2643,-43.7214,-1.46E-08,-1.49409,-2.25E-14,-1.10E-08,12.88
34.02,-44.2434,-43.9777,-1.46E-08,-1.49077,2.63E-08,-1.10E-08,12.856
34.04,-44.2225,-44.2334,-1.46E-08,-1.48746,-2.25E-14,-1.10E-08,12.832
34.06,-44.2017,-44.4888,-1.46E-08,-1.48416,-2.25E-14,-1.10E-08,12.808
34.08,-44.1785,-44.7434,-1.46E-08,-1.48104,-2.25E-14,-1.10E-08,12.784
34.1,-44.1548,-44.9975,-7.30E-09,-1.47799,-1.31E-08,-5.49E-09,12.76
34.12,-44.131,-45.2511,0,-1.47494,0,0,12.736
34.14,-44.1073,-45.5042,-7.60E-09,-1.47188,-1.31E-08,5.49E-09,12.712
34.16,-44.0808,-45.7566,-1.52E-08,-1.46783,2.25E-14,1.10E-08,12.688
34.18,-44.0544,-46.0085,-1.52E-08,-1.46379,2.25E-14,1.10E-08,12.664
34.2,-44.0281,-46.2599,-1.52E-08,-1.45976,2.25E-14,1.10E-08,12.64
34.22,-44.0009,-46.5108,-1.52E-08,-1.45626,2.25E-14,1.10E-08,12.616
34.24,-43.971,-46.7608,-1.52E-08,-1.45439,2.25E-14,1.10E-08,12.592
34.26,-43.9412,-47.0104,-1.52E-08,-1.45251,2.25E-14,1.10E-08,12.568
34.28,-43.9114,-47.2595,-2.98E-08,-1.45065,1.85E-22,-8.18E-23,12.544
34.3,-43.8817,-47.5081,-2.22E-08,-1.44878,-1.31E-08,-5.49E-09,12.52
34.32,-43.852,-47.7563,-1.49E-08,-1.44692,-2.63E-08,2.31E-15,12.496
34.34,-43.8224,-48.004,0,-1.44506,0,0,12.472
34.36,-43.7929,-48.2512,0,-1.44321,0,0,12.448
34.38,-43.7607,-48.4976,7.60E-09,-1.44144,1.31E-08,-5.49E-09,12.424
34.4,-43.727,-48.7432,0,-1.43973,0,0,12.4
34.42,-43.6933,-48.9885,0,-1.43801,0,0,12.376
34.44,-43.6597,-49.2332,0,-1.4363,0,0,12.352
34.46,-43.6262,-49.4775,0,-1.4346,0,0,12.328
34.48,-43.5927,-49.7213,0,-1.43289,0,0,12.304
34.5,-43.5593,-49.9646,-1.52E-08,-1.43119,2.25E-14,1.10E-08,12.28
34.52,-43.526,-50.2074,-1.52E-08,-1.4295,2.25E-14,1.10E-08,12.256
34.54,-43.4927,-50.4498,-7.60E-09,-1.4278,-1.31E-08,5.49E-09,12.232
34.56,-43.4569,-50.6913,0,-1.4267,0,0,12.208
34.58,-43.4204,-50.9323,0,-1.42577,0,0,12.184
34.6,-43.384,-51.1727,0,-1.42485,0,0,12.16
34.62,-43.3476,-51.4127,0,-1.42392,0,0,12.136
34.64,-43.3114,-51.6522,0,-1.423,0,0,12.112
34.66,-43.2751,-51.8912,0,-1.42208,0,0,12.088
34.68,-43.239,-52.1298,0,-1.42117,0,0,12.064
34.7,-43.2029,-52.3679,0,-1.42025,0,0,12.04
34.72,-43.1669,-52.6055,0,-1.41934,0,0,12.016
34.74,-43.1283,-52.8422,0,-1.40473,0,0,11.992
34.76,-43.0889,-53.0783,0,-1.4042,0,0,11.968
34.78,-43.0496,-53.3139,0,-1.40367,0,0,11.944
34.8,-43.0103,-53.549,0,-1.40314,0,0,11.92
34.82,-42.9712,-53.7837,7.60E-09,-1.40262,-1.31E-08,-5.49E-09,11.896
34.84,-42.9321,-54.0179,0,-1.40209,0,0,11.872
34.86,-42.893,-54.2516,0,-1.40156,0,0,11.848
34.88,-42.8536,-54.4848,0,-1.4012,0,0,11.824
34.9,-42.8131,-54.7173,0,-1.40118,0,0,11.8
34.92,-42.7728,-54.9494,0,-1.40115,0,0,11.776
34.94,-42.7325,-55.1809,0,-1.40112,0,0,11.752
34.96,-42.6923,-55.412,0,-1.4011,0,0,11.728
34.98,-42.6522,-55.6426,0,-1.40107,0,0,11.704
35,-42.6122,-55.8728,0,-1.40104,0,0,11.68
35.02,-42.5722,-56.1024,0,-1.40102,0,0,11.656
35.04,-42.5324,-56.3316,0,-1.40099,0,0,11.632
35.06,-42.4926,-56.5604,0,-1.40097,0,0,11.608
35.08,-42.4529,-56.7886,0,-1.40094,0,0,11.584
35.1,-42.4133,-57.0164,0,-1.40091,0,0,11.56
35.12,-42.3745,-57.2438,0,-1.40116,0,0,11.536
35.14,-42.3361,-57.4709,0,-1.40153,0,0,11.512
35.16,-42.2978,-57.6974,0,-1.4019,0,0,11.488
35.18,-42.2595,-57.9235,-7.30E-09,-1.40227,1.31E-08,-5.49E-09,11.464
35.2,-42.2214,-58.1491,1.46E-08,-1.40263,2.25E-14,1.10E-08,11.44
35.22,-42.1833,-58.3742,7.30E-09,-1.403,1.31E-08,5.49E-09,11.416
35.24,-42.1453,-58.5988,7.30E-09,-1.40336,1.31E-08,5.49E-09,11.392
35.26,-42.1073,-58.823,0,-1.40373,0,0,11.368
35.28,-42.0695,-59.0467,-7.30E-09,-1.40409,-1.31E-08,-5.49E-09,11.344
35.3,-42.0317,-59.2699,0,-1.40445,0,0,11.32
35.32,-41.9941,-59.4927,0,-1.40482,0,0,11.296
35.34,-41.9565,-59.715,0,-1.40518,0,0,11.272
35.36,-41.9196,-59.9369,0,-1.40535,0,0,11.248
35.38,-41.883,-60.1584,0,-1.40546,0,0,11.224
35.4,-41.8464,-60.3794,0,-1.40558,0,0,11.2
35.42,-41.81,-60.5999,-7.60E-09,-1.4057,1.31E-08,5.49E-09,11.176
35.44,-41.7736,-60.8199,2.98E-08,-1.40582,-2.63E-22,4.80E-23,11.152
35.46,-41.7373,-61.0395,7.60E-09,-1.40593,1.31E-08,-5.49E-09,11.128
35.48,-41.7011,-61.2586,7.60E-09,-1.40605,-1.31E-08,-5.49E-09,11.104
35.5,-41.6649,-61.4773,1.46E-08,-1.40617,2.25E-14,1.10E-08,11.08
35.52,-41.6289,-61.6954,1.46E-08,-1.40628,2.25E-14,1.10E-08,11.056
35.54,-41.5929,-61.9131,1.46E-08,-1.4064,2.25E-14,1.10E-08,11.032
35.56,-41.557,-62.1303,1.46E-08,-1.40652,2.25E-14,1.10E-08,11.008
35.58,-41.5211,-62.3471,1.46E-08,-1.40663,2.25E-14,1.10E-08,10.984
35.6,-41.4854,-62.5633,7.30E-09,-1.40675,1.31E-08,5.49E-09,10.96
35.62,-41.4497,-62.7791,1.46E-08,-1.40686,2.25E-14,1.10E-08,10.936
35.64,-41.4142,-62.9944,7.30E-09,-1.40697,1.31E-08,5.49E-09,10.912
35.66,-41.3793,-63.2094,0,-1.40704,0,0,10.888
35.68,-41.3444,-63.4239,7.60E-09,-1.40711,-1.31E-08,-5.49E-09,10.864
35.7,-41.3097,-63.6379,7.60E-09,-1.40718,1.31E-08,-5.49E-09,10.84
35.72,-41.275,-63.8514,0,-1.40724,0,0,10.816
35.74,-41.2405,-64.0644,7.60E-09,-1.40731,-1.31E-08,-5.49E-09,10.792
35.76,-41.2059,-64.277,1.52E-08,-1.40738,-2.25E-14,-1.10E-08,10.768
35.78,-41.1715,-64.4891,1.52E-08,-1.40745,-2.25E-14,-1.10E-08,10.744
35.8,-41.1371,-64.7007,7.90E-09,-1.40751,1.31E-08,-1.65E-08,10.72
35.82,-41.1029,-64.9119,5.97E-10,-1.40758,-4.50E-14,-2.20E-08,10.696
35.84,-41.0687,-65.1226,5.97E-10,-1.40765,-4.50E-14,-2.20E-08,10.672
35.86,-41.0345,-65.3328,-7.00E-09,-1.40772,1.31E-08,-1.65E-08,10.648
35.88,-41.0005,-65.5425,-1.46E-08,-1.40778,-2.25E-14,-1.10E-08,10.624
35.9,-40.9665,-65.7518,-1.46E-08,-1.40785,-2.25E-14,-1.10E-08,10.6
35.92,-40.9326,-65.9606,-1.46E-08,-1.40792,-2.25E-14,-1.10E-08,10.576
35.94,-40.8988,-66.1689,-1.46E-08,-1.40798,-2.25E-14,-1.10E-08,10.552
35.96,-40.8651,-66.3767,-1.46E-08,-1.40805,-2.25E-14,-1.10E-08,10.528
35.98,-40.8314,-66.5841,-1.46E-08,-1.40811,-2.25E-14,-1.10E-08,10.504
36,-40.7978,-66.791,-1.46E-08,-1.40818,-2.25E-14,-1.10E-08,10.48
36.02,-40.7643,-66.9974,-1.46E-08,-1.40824,-2.25E-14,-1.10E-08,10.456
36.04,-40.7309,-67.2033,-2.22E-08,-1.40831,1.31E-08,-5.49E-09,10.432
36.06,-40.6975,-67.4088,-2.22E-08,-1.40838,1.31E-08,-5.49E-09,10.408
36.08,-40.6642,-67.6138,-2.98E-08,-1.40844,2.99E-22,-2.27E-23,10.384
36.1,-40.631,-67.8183,-2.98E-08,-1.40851,-1.58E-22,-6.62E-24,10.36
36.12,-40.5979,-68.0224,-2.98E-08,-1.40857,2.31E-22,-8.92E-23,10.336
36.14,-40.5648,-68.2259,-2.98E-08,-1.40863,-4.02E-23,1.23E-22,10.312
36.16,-40.5319,-68.429,-2.98E-08,-1.4087,-2.99E-22,1.79E-22,10.288
36.18,-40.499,-68.6317,-2.98E-08,-1.40876,-3.55E-22,-4.05E-23,10.264
36.2,-40.4656,-68.8337,-2.98E-08,-1.40845,-9.75E-23,6.28E-23,10.24
36.22,-40.4323,-69.0353,-2.98E-08,-1.40805,9.32E-23,9.62E-23,10.216
36.24,-40.399,-69.2364,-2.98E-08,-1.40765,4.65E-22,-1.64E-23,10.192
36.26,-40.3658,-69.437,-2.98E-08,-1.40726,-1.33E-21,8.74E-23,10.168
36.28,-40.3326,-69.6372,-2.98E-08,-1.40686,-8.76E-23,-9.88E-23,10.144
36.3,-40.2996,-69.8369,-2.98E-08,-1.40647,1.39E-22,-2.65E-23,10.12
36.32,-40.2666,-70.0361,-2.98E-08,-1.40607,-1.60E-22,-4.42E-24,10.096
36.34,-40.2337,-70.2348,-2.98E-08,-1.40568,-1.93E-22,-3.89E-23,10.072
36.36,-40.2009,-70.4331,-2.98E-08,-1.40529,-4.63E-22,1.80E-22,10.048
36.38,-40.1681,-70.6309,-2.98E-08,-1.4049,2.66E-22,-5.41E-23,10.024
36.4,-40.1355,-70.8282,-2.98E-08,-1.40451,2.70E-22,-5.67E-23,10
36.42,-40.1029,-71.025,-2.98E-08,-1.40412,-4.53E-23,1.30E-22,9.976
36.44,-40.0704,-71.2214,-2.98E-08,-1.40373,9.23E-22,-1.99E-22,9.952
36.46,-40.038,-71.4173,-2.98E-08,-1.40334,-4.06E-22,-1.09E-22,9.928
36.48,-40.0056,-71.6127,-2.98E-08,-1.40296,1.62E-22,3.56E-24,9.904
36.5,-39.9725,-71.8075,-2.98E-08,-1.40254,-4.41E-23,1.31E-22,9.88
36.52,-39.9388,-72.0017,-2.98E-08,-1.40211,-5.61E-22,8.15E-23,9.856
36.54,-39.9051,-72.1955,-2.98E-08,-1.40167,6.86E-23,-9.70E-23,9.832
36.56,-39.8715,-72.3887,-2.98E-08,-1.40124,7.35E-22,1.20E-22,9.808
36.58,-39.8381,-72.5815,-2.98E-08,-1.4008,-9.94E-23,6.06E-23,9.784
36.6,-39.8047,-72.7739,-1.52E-08,-1.40037,2.63E-08,1.10E-08,9.76
36.62,-39.7713,-72.9657,-2.25E-08,-1.39994,1.31E-08,5.49E-09,9.736
36.64,-39.7381,-73.1571,-2.25E-08,-1.39951,1.31E-08,5.49E-09,9.712
36.66,-39.7049,-73.348,-7.90E-09,-1.39908,-1.31E-08,1.65E-08,9.688
36.68,-39.6719,-73.5384,-1.52E-08,-1.39866,2.25E-14,1.10E-08,9.664
36.7,-39.6389,-73.7284,-1.52E-08,-1.39823,2.25E-14,1.10E-08,9.64
36.72,-39.6059,-73.9178,-1.52E-08,-1.3978,2.25E-14,1.10E-08,9.616
36.74,-39.5731,-74.1069,-1.52E-08,-1.39738,2.25E-14,1.10E-08,9.592
36.76,-39.5404,-74.2954,-1.52E-08,-1.39695,2.25E-14,1.10E-08,9.568
36.78,-39.5077,-74.4835,-1.52E-08,-1.39653,2.25E-14,1.10E-08,9.544
36.8,-39.4751,-74.671,-1.52E-08,-1.39611,2.25E-14,1.10E-08,9.52
36.82,-39.4419,-74.858,-1.52E-08,-1.3957,2.25E-14,1.10E-08,9.496
36.84,-39.4083,-75.0445,-7.90E-09,-1.39528,1.31E-08,1.65E-08,9.472
36.86,-39.3749,-75.2305,-1.52E-08,-1.39487,2.25E-14,1.10E-08,9.448
36.88,-39.3415,-75.416,7.30E-09,-1.39447,1.31E-08,5.49E-09,9.424
36.9,-39.3082,-75.601,-7.60E-09,-1.39406,1.31E-08,5.49E-09,9.4
36.92,-39.275,-75.7855,-2.99E-10,-1.39365,2.25E-14,1.10E-08,9.376
36.94,-39.2419,-75.9696,7.60E-09,-1.39325,-1.31E-08,-5.49E-09,9.352
36.96,-39.2089,-76.1532,0,-1.39284,0,0,9.328
36.98,-39.1759,-76.3364,0,-1.39244,0,0,9.304
37,-39.1431,-76.5191,0,-1.39203,0,0,9.28
