time,x,y,z,yaw,pitch,roll,speed
2.4,-16.1569,127.893,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.42,-16.1549,127.878,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.44,-16.1529,127.864,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.46,-16.1508,127.849,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.48,-16.1488,127.835,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.5,-16.1467,127.82,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.52,-16.1446,127.805,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.54,-16.1425,127.79,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.56,-16.1404,127.774,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.58,-16.1382,127.759,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.6,-16.1361,127.744,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.62,-16.1339,127.728,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.64,-16.1317,127.712,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.66,-16.1295,127.697,1.52E-08,-1.43215,-2.25E-14,-1.10E-08,0.00E+00
2.68,-16.1273,127.681,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.7,-16.125,127.665,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.72,-16.1228,127.649,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.74,-16.1205,127.632,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.76,-16.1182,127.616,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.78,-16.1159,127.599,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.8,-16.1136,127.583,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.82,-16.1113,127.566,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.84,-16.1089,127.549,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.86,-16.1065,127.532,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.88,-16.1041,127.515,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.9,-16.1017,127.498,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.92,-16.0993,127.48,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.94,-16.0969,127.463,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.96,-16.0944,127.445,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
2.98,-16.092,127.428,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
3,-16.0895,127.41,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,0.00E+00
3.02,-16.0869,127.392,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.04,-16.0843,127.373,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.06,-16.0817,127.354,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.08,-16.079,127.334,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.1,-16.0762,127.315,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.12,-16.0734,127.294,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.14,-16.0705,127.274,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.16,-16.0676,127.253,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.18,-16.0646,127.231,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.2,-16.0616,127.21,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.22,-16.0585,127.188,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.24,-16.0553,127.165,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.26,-16.0521,127.142,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.28,-16.0488,127.119,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.3,-16.0455,127.095,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.32,-16.0421,127.071,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.34,-16.0387,127.046,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.36,-16.0352,127.021,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.38,-16.0317,126.996,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.4,-16.0281,126.97,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.42,-16.0245,126.944,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.44,-16.0208,126.917,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.46,-16.017,126.89,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.48,-16.0132,126.863,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.5,-16.0093,126.835,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.52,-16.0054,126.807,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
