time,x,y,z,yaw,pitch,roll,speed
3.76,-15.8732,125.86,1.49E-08,-1.43215,-1.55E-20,-9.89E-15,1.00E+00
3.78,-15.8677,125.82,1.49E-08,-1.43215,-1.50E-20,-9.89E-15,1.00E+00
3.8,-15.8621,125.78,1.49E-08,-1.43215,-1.54E-20,-9.89E-15,1.00E+00
3.82,-15.8564,125.74,1.49E-08,-1.43215,-1.54E-20,-9.89E-15,1.00E+00
3.84,-15.8507,125.699,1.49E-08,-1.43215,-1.54E-20,-9.89E-15,1.00E+00
3.86,-15.845,125.658,1.49E-08,-1.43215,-1.54E-20,-9.89E-15,1.00E+00
3.88,-15.8391,125.616,1.49E-08,-1.43215,-1.52E-20,-9.89E-15,1.00E+00
3.9,-15.8333,125.574,1.49E-08,-1.43215,-1.52E-20,-9.89E-15,1.00E+00
3.92,-15.8274,125.531,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
3.94,-15.8214,125.489,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
3.96,-15.8153,125.445,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
3.98,-15.8092,125.402,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4,-15.8031,125.358,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.02,-15.7969,125.313,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.04,-15.7906,125.268,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.06,-15.7843,125.223,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.08,-15.778,125.177,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.1,-15.7715,125.131,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.12,-15.765,125.085,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.14,-15.7585,125.038,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.16,-15.7519,124.991,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.18,-15.7453,124.943,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.2,-15.7386,124.895,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.22,-15.7318,124.847,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.24,-15.725,124.798,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.26,-15.7181,124.749,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.28,-15.7112,124.699,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.3,-15.7042,124.649,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.32,-15.6972,124.599,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.34,-15.6901,124.548,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.36,-15.683,124.497,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.38,-15.6758,124.445,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.4,-15.6685,124.393,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.42,-15.6612,124.341,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.44,-15.6539,124.288,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.46,-15.6464,124.235,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.48,-15.639,124.181,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.5,-15.6314,124.127,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.52,-15.6239,124.073,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.54,-15.6162,124.018,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.56,-15.6085,123.963,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.58,-15.6008,123.908,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.6,-15.593,123.852,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.62,-15.5851,123.795,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.64,-15.5772,123.739,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.66,-15.5692,123.682,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.68,-15.5612,123.624,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.7,-15.553,123.566,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.72,-15.5448,123.507,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.74,-15.5364,123.447,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.76,-15.528,123.386,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.78,-15.5194,123.325,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.8,-15.5107,123.262,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.82,-15.5019,123.199,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
4.84,-15.493,123.135,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
4.86,-15.484,123.071,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
4.88,-15.4748,123.005,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
4.9,-15.4656,122.939,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
4.92,-15.4562,122.872,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
4.94,-15.4468,122.804,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
4.96,-15.4372,122.736,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
4.98,-15.4275,122.666,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5,-15.4177,122.596,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.02,-15.4078,122.525,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.04,-15.3978,122.453,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.06,-15.3877,122.381,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
